"","name","n_nbinom","q_nbinom","pvalue_nbinom","n_binomlog","q_binomlog","p_binomlog","pvalue_binomlog","p1_doublenbinom","size1_doublenbinom","p2_doublenbinom","size2_doublenbinom","pvalue_doublenbinom","freq","class"
"result.207","always",1.21454595309132,0.373184693624159,0.485391421766739,248,0.598092778059539,0.00497459977016097,0.274755880200679,0.999999400858155,0.842834554523855,0.373310240763668,1.21481302739153,0.48514319946887,208,"all"
"result.208","three",1.08776570409849,0.34889153826033,0.0134053886094897,290,0.763318733907971,0.00363106521032387,0.000224748673433917,0.69982355831666,3.05222534328759,0.102958978846676,0.0826444694534324,0.0380331913928262,207,"nothing"
"result.209","nothing",4.38470728020184,0.684630955848843,0.20904937769914,298,0.292954012198894,0.00565462855250178,0.176782488068135,0.684509307597425,0.929979984608752,0.684655328185122,3.4540768124673,0.20899192509832,206,"all"
"result.210","connection",3.09902816244767,0.606633575256819,0.25499025719708,3,0.581709278444654,0.41914183184134,0.427975834483751,0.363366699192064,0.457317853256583,0.851718218534113,6.82740028399266,0.36022886013906,205,"all"
"result.211","belknap",0.0748222282627988,0.0362085182385489,0.356883827518637,461,0.930421269064217,0.000557738699193775,0.124964275912099,0.999999983461276,1.5569638523496,0.0362151365122621,0.0748294580411818,0.356783971679956,203,"all"
"result.212","gilbert",0.16157394111885,0.0750292893807437,0.60305440046338,190,0.91107833375611,0.00223160836881283,0.505873172456052,0.994204621471571,7.43650540048097,0.0671915046134174,0.140254652564927,0.807922742777994,203,"all"
"result.213","seen",2.1371412222394,0.517776682769342,0.471101818453871,213,0.46701736202132,0.00666941149824692,0.46811007967642,0.517710662551997,1.15448513098011,0.518321475008195,0.984161069755942,0.471169019044172,203,"all"
"result.214","it's",1.56927379822736,0.442111430629875,0.197945660251235,594,0.535234072400698,0.00219563191365814,0.202110220095809,0.997145879255237,0.419750062528328,0.441786009072304,1.56643143453708,0.197927422382545,202,"all"
"result.215","began",1.20281231699244,0.380228046135426,0.0556888739443285,665,0.588833061907212,0.00179133485997418,0.0487769229563483,0.999997963655793,1.05543892454265,0.380165210713928,1.20272878784918,0.0557109138100832,200,"nbinom+doublenbinom"
"result.216","around",1.60258799006454,0.454699067990941,0.839708497079896,753,0.533189328972954,0.00169431053202889,0.806355401160634,0.999986212736611,0.435194618501002,0.454890211673263,1.60358587761776,0.839287815109757,196,"all"
"result.217","found",2.58967782063187,0.57401444316187,0.492471051654932,4,0.559946096122923,0.309475460780896,0.50796153110697,0.768619645129137,2.55662133724836,0.487663268950768,1.08650687952084,0.515608285575642,196,"all"
"result.218","world",1.58938583250847,0.452603243189696,0.176893759348018,311,0.524929350681349,0.00411604623880505,0.162409001594783,0.999994012878718,0.143409696605023,0.452339049766327,1.58690086110093,0.176786576659118,196,"all"
"result.219","almost",3.16925260490717,0.623741842780487,0.715420914379999,5,0.498102162403712,0.264734015375835,0.807357953007324,0.598083770372571,2.51591314223582,0.871018291457931,1.49058585669523,0.729000318615322,195,"all"
"result.220","enough",1.90500011783179,0.500373218692172,0.0924591871918992,2,0.681117462842728,0.505731532382693,0.0956095488220591,0.818161873133006,5.06091684543713,0.266160091089451,0.282377453337589,0.125653755899709,194,"all"
"result.221","god",0.162264325616386,0.079340663156138,0.739720395117388,189,0.892987677467821,0.00222850211329838,0.300176215324423,0.999999967510917,2.53226589647855,0.0793677622686943,0.162216683481349,0.73923934032675,192,"all"
"result.222","maybe",1.1966012975539,0.388552175907276,0.0215598446045715,2,0.741487027223105,0.447377821446801,0.0548180884463152,0.728458881277103,2.49718505374101,0.209779547261766,0.252894649930124,0.0305996490939028,192,"binomlog"
"result.223","small",1.83438064569557,0.493689064243672,0.471080465901097,434,0.524077967723618,0.00294710783950909,0.441688101260245,0.943291846974185,9.49245393720883,0.377788535161684,0.795780503795994,0.640225307657873,192,"all"
"result.224","big",0.407955163012441,0.178833829490551,0.747935830243817,668,0.835330640793001,0.00103683562912604,0.841680556567661,0.936376081805349,1.35434358791287,0.161472622150019,0.34293627494789,0.77963258126092,191,"all"
"result.225","city",0.768583673903488,0.291133315382296,0.514807681441249,213,0.68635926365593,0.00453253404568893,0.406261319696469,0.999999905937327,1.01128773322518,0.290891302637253,0.768423017924765,0.516155430561607,191,"all"
"result.226","every",1.41886750259026,0.431058991846571,0.413524464344592,108,0.572376902009592,0.0110049905723843,0.412016366353327,0.999995916241618,1.20575349189065,0.430807333462408,1.416981706629,0.413252690200086,191,"all"
"result.227","has",0.570826500512765,0.2336416361533,0.0182349856412678,324,0.741334008448276,0.00262055555417265,0.015230936475774,0.99999983161068,1.06189387923399,0.233644131902795,0.570894327072048,0.0182434497538005,191,"nothing"
"result.228","felt",1.30613328847322,0.413415607002816,0.312692427209518,792,0.582997124716179,0.00145703152065571,0.307343693200869,0.953946257210553,5.7360301351651,0.354719034303382,0.865256765483621,0.437463116703722,189,"all"
"result.229","possible",4.48607488973573,0.70766454572954,0.158876618512067,675,0.253880906187696,0.00235281207916977,0.13935013371022,0.707660064994907,3.02671134811377,0.707693640946286,1.45846078382306,0.15883577763921,189,"all"
"result.230","else",3.1024179896433,0.627306654808035,0.38294821294892,2,0.621906521246496,0.54646181433723,0.588408240209291,0.533731694112846,0.826546382074267,0.697791379139612,2.57088823365305,0.404007349430682,188,"all"
"result.231","rather",1.40482240850518,0.43388155986629,0.0815617030118065,467,0.551446026531113,0.00254066641867504,0.0720466124873608,0.98486711757236,20.4532808120249,0.359810468615893,0.855692030352493,0.155366357056488,187,"all"
"result.232","feel",1.30120616668221,0.416378962730397,0.103526162788139,592,0.570827381083596,0.00194390698607787,0.0909030235152594,0.989462406237166,10.8716334304553,0.392986422540882,1.10466916941796,0.116612216360495,186,"all"
"result.233","home",2.08613994947443,0.53361502017047,0.0445555428913347,577,0.438755656740411,0.00231557152229998,0.0428776424623296,0.533720059930045,1.01690379032297,0.533586922561677,1.06974124174763,0.0445725630343149,186,"nothing"
"result.234","many",2.03186488294774,0.528397235170968,0.00432981053007675,753,0.445935817063392,0.00172725299713967,0.00419570876949005,0.528016598168598,1.02258876023071,0.528288122105624,1.00758913358685,0.00432817308870015,185,"nothing"
"result.235","boat",0.166735275677682,0.0850563891387971,0.0260560217271525,669,0.92321244133982,0.000609072028814133,0.023874571301072,0.99999997145535,1.60252660910858,0.0849855188353006,0.166619156418972,0.02601934144272,183,"nothing"
"result.236","father",0.776951081409179,0.302260726623173,0.145824473664198,201,0.7115089489563,0.00456828834926345,0.144240847123399,0.999999577863474,5.76418667693004e-06,0.317727887616596,0.833560490188678,0.143429808742095,183,"all"
"result.237","new",2.10622674036824,0.540087564554793,0.0799577263217801,368,0.437895413892315,0.00357902730785701,0.0624312358717671,0.539944834079612,1.20150870433963,0.539934018201064,0.904267413566286,0.0801687584637548,183,"all"
"result.238","through",2.3817283493556,0.570322375644367,0.183771469657589,3,0.577335078350832,0.37307804638347,0.264279683533654,0.886596553949423,2.60319887430167,0.514784084980612,1.55097209612914,0.209693765425739,183,"all"
"result.239","added",1.10248521179222,0.381947305358062,0.251133147840391,322,0.564835838067604,0.00344483696410087,0.170973902414627,0.999998678545251,1.23168595568545,0.382012591118631,1.10359485267665,0.25133687283546,182,"all"
"result.240","along",1.35324022830513,0.43262816052933,0.157023201928644,2,0.730235635871645,0.446960180843629,0.222541994261732,0.739494118166804,3.33665733241274,0.16162005523405,0.111624134867872,0.354732393642066,181,"all"
"result.241","great",4.83416380663402,0.731453234609216,0.0413204191002277,2,0.562736302314622,0.561537155687382,0.193406226928787,0.913440857228512,11.2233340640176,0.502873325385305,0.718993796679381,0.0624691977033593,181,"doublenbinom+binomlog"
"result.242","name",0.766613773291659,0.301787258396381,0.670244805648281,429,0.698615778698855,0.0021398796738813,0.671153264211187,0.876368412774644,1.64509170696327,0.255413216882182,0.529109516989646,0.772824090841778,181,"all"
"result.243","won't",0.995431440607089,0.361868103306553,0.364074142589193,509,0.645886229930561,0.00195461257557179,0.346985418038863,0.573005339858318,0.828233918897592,0.282791733735448,0.448835656178381,0.351126699153467,179,"all"
"result.244","next",2.22961560406827,0.560913988459515,0.620629360230212,527,0.406582520314903,0.00250284010024935,0.503134346694972,0.559888422530303,1.04766642419538,0.559890338026733,1.17282252752774,0.623378331747459,178,"all"
"result.245","later",2.44371368027063,0.584724178357658,0.182451463924214,2,0.615236858453178,0.506784442228614,0.378181411716883,0.926578429838362,7.11639534627922,0.466122411860136,1.00954213044194,0.273888764533745,177,"all"
"result.246","love",0.659402830793463,0.275349406335271,0.234390425033087,298,0.75032556919044,0.00279195973442095,0.195146746431204,0.496636871320654,0.760779405459483,0.166143413885441,0.192034090695653,0.577926132873567,177,"all"
"result.247","left",1.06021374843717,0.38336175349775,0.198374508022234,2,0.762602198116462,0.405900453671341,0.228275472943495,0.603616107068874,1.96104386033785,0.0930345019901313,0.0428975533645399,0.265320863229261,174,"all"
"result.248","whether",1.44009621530267,0.45786775622337,0.265794985156488,614,0.472163420921631,0.00193361589154105,0.124078582600402,0.999999956990506,0.908073983898518,0.458068556247882,1.44198114190279,0.26565948462354,174,"all"
"result.249","family",1.27571351131277,0.429229853474925,0.10447287558664,339,0.590487318725948,0.00313127680322609,0.108107672303157,0.929124148930695,6.23905389491264,0.31555588585724,0.563119524262881,0.203464914497873,173,"all"
"result.250","hand",1.45358752450336,0.461443779885072,0.369127116926678,2,0.729151521120605,0.440756978003576,0.362260492038978,0.578417798546878,1.9033770606283,0.0776013051971776,0.0278944236341073,0.620019067241349,173,"all"
"result.251","anyhow",1.55404540191736,0.47964316210174,0.878751320872994,5,0.590193523434037,0.207971269524432,0.933083689599755,0.881275092342516,2.60200109871083,0.41244547992933,0.93560316364043,0.923964923146647,172,"all"
"result.252","both",1.43319020911741,0.462330217163594,0.323848183050672,4,0.616289893392569,0.246888187420183,0.370567051597938,0.933906086644037,5.57999743238478,0.376855821938655,0.76732377936717,0.399843901318332,170,"all"
"result.253","money",0.82834991061016,0.332074164609145,0.129506944508136,342,0.648382198817388,0.00271017963480408,0.137404920136524,0.999943162808721,0.958076654488591,0.332299556881865,0.829429293075299,0.129720434624729,170,"all"
"result.254","perhaps",2.71225250874522,0.61935727780583,0.2109076828064,3,0.55675464817406,0.361476042002505,0.228765652784541,0.595736598110735,2.27225054071157,0.830659461682442,0.609457364809398,0.202548107547537,170,"all"
"result.255","near",3.26399190598363,0.663296032216476,0.396910618732927,4,0.482695111333707,0.291343255208335,0.467351316322965,0.906747280493194,2.82993884557124,0.620857487134844,2.23773780249133,0.416291347937824,169,"all"
"result.256","miss",0.214756473513513,0.115399183250893,0.0450168522163167,473,0.942278223799903,0.00126795636123118,0.00103121858356492,0.435299289876088,0.471012152016744,0.0268737234524965,0.0287439297303161,0.453108355137194,168,"doublenbinom"
"result.257","off",1.61738058236133,0.495452953657898,0.469738218603206,169,0.498396965208951,0.00674580340203905,0.465269925688744,0.790146449514247,6.51262679010386e-06,0.49522907685461,1.61572425847933,0.469656718288772,168,"all"
"result.258","alden",0.179131658295609,0.0985957787540668,0.549669042634524,715,0.917093192199016,0.000985905364483849,0.00839900591002529,0.991896944957207,1.79108398008927,0.0954725156383655,0.17129969371972,0.519217857103668,167,"nbinom+doublenbinom"
"result.259","coming",1.67485877903507,0.505649303944447,0.179828297778909,2,0.69966319946718,0.446657245859703,0.184932579995284,0.80277130759501,5.04336627888084,0.141593396146283,0.0657169922500047,0.269003843388956,167,"all"
"result.260","couldn't",0.542161605437052,0.251075219310346,0.0582131236207156,685,0.826781376053014,0.00103565869081262,0.00897641823066231,0.502334081706831,0.997230139919488,0.0635420047704646,0.042746893079162,0.0610916267726037,165,"nbinom+doublenbinom"
"result.261","toward",2.56712889548635,0.614747712342432,0.647461166322319,171,0.387727960579031,0.00727953327556571,0.645711019997933,0.614049170517001,1.12152550089555,0.615835781592717,1.44741392306739,0.647294881618864,164,"all"
"result.262","door",0.722368269419502,0.311243230455038,0.236262467180845,211,0.64072990280567,0.00414844263036286,0.121020178823327,0.999999659861057,1.33532690683145,0.311185667649484,0.72174368605403,0.236065754842529,163,"all"
"result.263","find",1.23111859524543,0.435078416591961,0.0468166233858214,598,0.567589769632884,0.00171332916617167,0.047788941995309,0.890354082688694,0.000118283962686599,0.434900286163026,1.23010108640169,0.0468250911643963,163,"nothing"
"result.264","house",0.835585900664888,0.343430564835782,0.530845426001265,434,0.707442598807791,0.00198327233664939,0.389284271949468,0.635676769360191,1.37419628441066,0.185302655403944,0.184453439431135,0.845127801806145,163,"all"
"result.265","kind",4.28912764787674,0.72858579158783,0.607094256833805,561,0.262387948600522,0.00243417015369075,0.596001737572776,0.728666893520835,1.87632828947188,0.728368284709893,2.41113861593506,0.607143989435403,163,"all"
"result.266","regard",3.23110048789496,0.66909598947974,0.551864079871716,632,0.306176317533161,0.00208556763088477,0.234988856254704,0.668519907025146,0.249480762732167,0.669359737514406,2.98471700263885,0.551241594304253,163,"all"
"result.267","wouldn't",0.651317367712361,0.290882898434891,0.0959551964352119,676,0.670105313288334,0.00121297325014992,0.0299981190140407,0.999998761677161,1.01888917138675,0.29065185863038,0.650757489130833,0.0964345171023147,162,"nbinom+doublenbinom"
"result.268","its",3.41038686439261,0.683580422532853,0.595157932684911,6,0.431718608690504,0.19608511042655,0.799248209418076,0.617973406874723,1.67333658323105,0.842237074167521,2.90227030232286,0.579284861182938,161,"all"
"result.269","few",3.75496317446232,0.70527212023735,0.158915438743479,645,0.277351147723812,0.00205276590604745,0.146324130384884,0.705192049453051,1.54724950636618,0.705056896681135,2.20335556312411,0.158910040332133,160,"all"
"result.270","got",0.836857066146284,0.347953849982842,0.0282710705898536,1,0.787473632381937,0.62127567999688,0.390470954994573,0.957392173801141,9.6240718169907,0.223504723646511,0.322224576056968,0.213679426550587,160,"doublenbinom+binomlog"
"result.271","men",1.17931721736731,0.430635150394502,0.200764066723438,756,0.545025645423154,0.00133624628979808,0.153424430226092,0.982258447103763,8.57137936450793,0.389671774390073,0.898182123378814,0.275981258749501,159,"all"
"result.272","decided",1.90805985482571,0.551895267581916,0.341297454258886,2,0.657752170535665,0.446322180496096,0.395655593657247,0.863968718476939,7.11376680093198,0.19616986370306,0.102225617332974,0.375802191021156,158,"all"
"result.273","old",1.18648041342939,0.435247750204308,0.465338737230146,102,0.565947773473611,0.00963998698102908,0.463523628338055,0.954434422549386,1.06880017251866,0.424041437255755,1.09532939269864,0.468454903627557,157,"all"
"result.274","between",2.68439785531655,0.636982634758351,0.111730592448621,400,0.338994228100687,0.00306456231791403,0.0428850626699948,0.636964740494003,1.20377144152187,0.637363396888681,1.48204794795904,0.111728064643605,156,"nbinom+doublenbinom"
"result.275","times",2.46723582548293,0.617397274301038,0.732162922374464,15,0.420760206889773,0.0766485609050228,0.717188401926272,0.831125897246154,1.59890491427025,0.573243362274008,1.61801157878895,0.711177764756937,156,"all"
"result.276","wanted",0.628200076260653,0.291160126951563,0.145971552270042,2,0.814936286218172,0.323045710515137,0.054698510149479,0.53146880899518,1.12476211960981,0.0827538124289855,0.051881167551788,0.261475507651825,156,"all"
"result.277","you're",1.03809024499817,0.404251578657749,0.363060953757826,619,0.635352192814159,0.00147827061823762,0.239421158293831,0.858567223054702,3.91179833668467,0.227336311933503,0.265219654577308,0.681948116148911,156,"all"
"result.278","true",1.23994468327325,0.449330280260779,0.289569251904023,416,0.490154078698048,0.00249828711715142,0.145084518346988,0.999999903682026,1.99361890813908,0.449129773159312,1.23881281198032,0.289900531894248,155,"all"
"result.279","best",3.7462717629387,0.714094744925387,0.0128362065838745,3,0.478719935172714,0.352412971238633,0.0217167939978604,0.713549186724674,3.73661757819803,0.999580501429962,0.00014725606797785,0.0128163376729258,153,"nothing"
"result.280","present",3.43962042585235,0.696335726281359,0.361362236475847,294,0.279246342077572,0.00429665658987806,0.274602070986196,0.681053854971336,3.20541277109558,0.999995600184258,3.12401768765053e-06,0.410501857756818,153,"all"
"result.281","interested",0.999388795316383,0.40139185469833,0.259556906285956,693,0.52470926554414,0.00139214104084711,0.101011521522917,0.999999993192812,1.05066986374862,0.401430390802979,0.999549285662002,0.259490182401728,152,"all"
"result.282","turned",1.28174562095502,0.462433159482305,0.37534321462822,440,0.608279354144947,0.00214985419829328,0.169320060700214,0.780714366461353,3.26247127362836,0.210938146583808,0.153406391958176,0.452296236486533,152,"all"
"result.283","alone",1.47709028709978,0.501065635148969,0.19234537166122,2,0.668047024676106,0.410824251070578,0.141745513751736,0.869708845240069,5.71839603758019,0.246126655265736,0.200538070450573,0.140776408047767,150,"all"
"result.284","heard",2.22872484351167,0.602461773338025,0.0729417711212859,1,0.740815635195202,0.722213226701307,0.0125756485187793,0.633366264693392,2.22612419977413,0.0764437460502639,0.0117769424268851,0.0196823226807312,150,"nbinom"
"result.285","point",1.58124569123285,0.518118695468549,0.623987803068575,458,0.464074776067058,0.0022956018100105,0.575222915570886,0.999998480260219,1.21832887270754,0.518364139416497,1.5824587247428,0.623417882398971,150,"all"
"result.286","social",1.39583145284344,0.486960070511575,0.347121308075391,304,0.490021340400313,0.00335543928951422,0.349244148214564,0.999999907091719,1.08079113026327,0.487614322512347,1.39969585339846,0.347550616754427,150,"all"
"result.287","under",1.45577246605867,0.497522315495088,0.323113039528883,2,0.677737798762346,0.409391641327201,0.223780264011474,0.895614994186205,7.72674165923746,0.20445653831728,0.141693240427092,0.429440770062539,150,"all"
"result.288","morning",1.0125174493255,0.40929188966904,0.148184238235396,364,0.537155761632069,0.00258129044020009,0.112488417073011,0.999999800512232,1.17613738346,0.409505038883781,1.01273663823239,0.147937622320101,149,"all"
"result.289","called",1.38798641137034,0.488974168638362,0.0309353308349515,49,0.539922784186547,0.0198028334247028,0.0248426694290427,0.610535831302837,1.82910155055519,0.214617694534482,0.0777655411720152,0.00947049927300991,148,"nothing"
"result.290","head",2.46800057351601,0.629686563435428,0.136349261128468,422,0.36141128680559,0.00271022390304606,0.141398289247713,0.62997721263899,1.31733381243776,0.630006868283746,1.15320117627156,0.136524759877798,148,"all"
"result.291","done",1.38055645475975,0.489185660453819,0.374163993175025,392,0.454902115829081,0.00261794467606354,0.189522386114954,0.999999596121756,0.861231654690167,0.489389634942536,1.38131511450834,0.373396300549179,147,"all"
"result.292","coat",0.240937733962793,0.144941693983958,0.000550127976152726,40,0.941815494055961,0.0111481700720507,5.42859328378498e-07,0.658711871845937,1.09121636171649,0.0188378831657506,0.0164279733284449,0.624910501704417,145,"doublenbinom"
"result.293","put",1.85112254955535,0.567292354304125,0.0336617594582548,288,0.436224584600508,0.00367751362666654,0.0861414887592085,0.943072040631659,5.74304168071649,0.483972507029829,0.992024288724382,0.0411881739937481,144,"binomlog"
"result.294","he's",0.327778937607941,0.189666509372343,0.0431002194576747,158,0.834848875482746,0.00337321850874329,0.0255526537069029,0.999999767029305,0.91884513500677,0.189417554329568,0.327544297283302,0.042941049233819,143,"nothing"
"result.295","however",9.11244976287297,0.866632517242956,0.048902933391421,2,0.462222982871346,0.501610261350159,0.159939565682,0.852488107711111,7.0431222124411,0.957038218912743,4.08399752868974,0.0495472042456684,143,"binomlog"
"result.296","order",6.16699464353167,0.815838526711251,0.220363354987468,2,0.486954820781408,0.487574683093719,0.546984648735227,0.749296727893253,4.14207766159775,0.999998880485571,1.51868056375188e-05,0.159569464218802,142,"all"
"result.297","give",2.29342618413733,0.623935748069588,0.172045597202027,283,0.337309541160542,0.00390290026237642,0.135740790730309,0.624349465178008,0.927416439642769,0.62395254288524,1.36787935878671,0.171948406011573,141,"all"
"result.298","soon",2.17797619697483,0.613384100165212,0.0207463576041921,350,0.353017305455914,0.00311208917222333,0.0194541645580854,0.613658354379674,0.969216743106147,0.613353639689701,1.20969758337383,0.0207459447304305,140,"nothing"
"result.299","bittern",0.130329142633111,0.087259101642337,0.0677992889255985,378,0.872941053107951,0.00086843981034154,0.0112569435957061,0.999999990076781,0.995231091108588,0.0872127607447664,0.130239322455648,0.0677668079087239,139,"nbinom+doublenbinom"
"result.300","days",1.72746595818758,0.559056833826995,0.14989676419621,659,0.384575388133825,0.00157541430354426,0.0777033897693051,0.558704121886806,1.04066841345994,0.558756577776289,0.684992967656472,0.150401145471958,139,"all"
"result.301","told",1.11162234351142,0.449384002188917,0.0205145861642002,1,0.77319508343358,0.623957242065662,0.0681869142725987,0.947224554232923,15.0558595687024,0.127241904960685,0.076526234769253,0.461102707894801,139,"doublenbinom+binomlog"
"result.302","hands",1.21842046638853,0.473916175161337,0.540503365436876,429,0.513616015803836,0.00213828569428826,0.547042203565738,0.935031933989652,0.000892258776804094,0.473931298919636,1.21862834407639,0.540511731216156,138,"all"
"result.303","believe",0.901564110295172,0.401618932947921,0.0041217156834602,1,0.733674144318599,0.586895738860141,0.00520571486968668,0.980347283975105,16.2947006900307,0.292215769593516,0.413161657017099,0.0132540779974432,137,"nothing"
"result.304","already",2.37420818354713,0.640341691357389,0.312978203008765,2,0.574973928181222,0.424656391879873,0.265595934566501,0.89122629571982,8.04185637882667,0.284673068885875,0.138254385016192,0.449680598254726,136,"all"
"result.305","youth",1.38770883483648,0.509956171830714,0.408465516364596,603,0.49809800802111,0.00154536872349928,0.393685339313168,0.97074991536229,12.5132893068621,0.395979408945882,0.627228913989872,0.677496460965458,136,"all"
"result.306","different",3.34315243842138,0.71641165613546,0.378818959240693,387,0.261421826432162,0.0029178125043397,0.354599638989624,0.85872614430746,1.3215993775299e-05,0.716399357163583,3.34429184823473,0.378888060356457,135,"all"
"result.307","car",0.212254039822066,0.139111802986862,0.00238758756710356,172,0.938747900928506,0.00233810134036747,5.37575879735464e-05,0.525309489046743,0.535647754951781,0.0344166625991045,0.0295587785138177,0.107671683293553,134,"doublenbinom"
"result.308","death",0.185976240322008,0.124057272227439,0.450688017828575,302,0.865263452698454,0.00133384997014891,0.468493791779512,0.976028089605439,1.32347523832984,0.114529117017932,0.165748774401349,0.473748167965552,134,"all"
"result.309","less",13.607419595886,0.911945472320272,0.0858771490505855,2,0.431367627904516,0.486991240939056,0.238237446855802,0.883122805385334,5.86185587093043,0.932764780240551,7.45733640587255,0.0863141642315897,134,"all"
"result.310","us",0.89384198574239,0.404966042867271,0.193656596832231,759,0.573505400981885,0.00108026422742689,0.160530338051429,0.999999373689639,1.0262650237784,0.404940277682032,0.894109090769183,0.193842253352902,134,"all"
"result.311","besides",1.36421637805468,0.511324493134366,0.000467741479242001,456,0.604158349197704,0.00189239134950941,2.2458752304888e-05,0.871633273798681,5.13906590942924,0.170973545669619,0.10370034802592,0.0106906569678817,133,"nothing"
"result.312","finally",2.10046175768243,0.616888414149237,0.317060106187186,503,0.328008517856692,0.00208642536257149,0.148740219072255,0.617137383246353,0.950376641598305,0.617035018663914,1.15061800526214,0.315902929528933,133,"all"
"result.313","ratterer",0.0898795527955621,0.0644941424163164,0.383361332403733,109,0.910670287997121,0.00229433004950761,0.297986389212745,0.999999968657084,1.26250287080214,0.0644264554328599,0.0897992428712689,0.383371091747668,133,"all"
"result.314","hortense",0.0945479467323185,0.0680789046290995,0.362878937577375,123,0.909973070920411,0.00189742652655871,0.402157049244594,0.984414660165578,2.49863148994743,0.0570818853729763,0.0758100844878943,0.893800840737484,132,"all"
"result.315","mean",0.768030921053927,0.372329656758392,0.616779391974941,2,0.724709623566289,0.320417544582315,0.884129584916544,0.521923441627971,0.931896231742553,0.188315177724946,0.10221536671215,0.669154329893367,132,"all"
"result.316","marry",0.257256617624626,0.166870635888469,0.2164751178503,421,0.845001719318486,0.00108534939275331,0.178091479429005,0.49516448268073,0.299466033962158,0.107894338901453,0.114997043255759,0.260192378160169,131,"all"
"result.317","together",2.07224448356042,0.617335932713547,0.0776613649769168,3,0.523141416773881,0.288350089583644,0.0962536863149629,0.932771534720282,6.25109907659242,0.499376473948221,0.827393598108254,0.0898814307906342,131,"all"
"result.318","dollars",0.219160923751076,0.146694393446069,0.136824253072055,644,0.875311287885809,0.000644830909892926,0.0801360515970551,0.688681289377656,0.51916417820239,0.086722368644758,0.0988087950931435,0.49799051177436,130,"all"
"result.319","pretty",0.763283277460543,0.376390296333191,0.421595155072469,425,0.606984247082285,0.00177272264361384,0.407737107127292,0.999998895394784,0.815148772587147,0.376578191774555,0.763926091096545,0.421620873243763,129,"all"
"result.320","somewhere",1.76937815901789,0.583017665227612,0.117554492767811,8,0.493075087036607,0.111661976184109,0.0875449583932962,0.717660777816892,2.83222280549483,0.16367101378293,0.0294254002229054,0.110170913216497,129,"all"
"result.321","water",0.263833029070776,0.172493005344593,0.146610749078074,246,0.877452578935333,0.00182001503093093,0.0744755845856501,0.478811383388442,0.4612534897044,0.0723315239532426,0.0585454871743934,0.461787293067272,129,"all"
"result.322","factory",0.692020183427401,0.35560584479173,0.1756370352381,754,0.589185369583311,0.000986171829085959,0.0749774459652197,0.999999890543512,0.960592271355176,0.355436348873212,0.69178470806409,0.176061688585224,128,"all"
"result.323","feeling",2.64177557487423,0.677967563470417,0.499048545400648,217,0.319553690899146,0.0047349688573513,0.493091910945414,0.678139901977287,1.92647401210043,0.677204892522403,0.714041406907086,0.499108413050449,128,"all"
"result.324","gone",1.19636467978367,0.488019540175594,0.165360480057015,671,0.521697680028328,0.00127108943802977,0.158425005172652,0.96270266349148,7.84202119568943,0.38719423308157,0.598949745381148,0.230090040062557,128,"all"
"result.325","street",0.366733586607515,0.226109303386089,0.0765272499760354,485,0.789375053664981,0.00111290374472858,0.0683050328465924,0.99999967990591,1.22261932684306,0.22594107750538,0.366375540799313,0.0763955083741871,128,"all"
"result.326","asked",1.22076983750153,0.497012998318015,0.0310027418554786,277,0.557791803869846,0.00298144581503678,0.0142716740677105,0.93935746288544,8.44656743013301,0.291748432739972,0.285020250842625,0.0516551966718052,126,"doublenbinom"
"result.327","bag",0.234483729669814,0.159495559636995,0.172226214713727,420,0.832605667970775,0.00102877354267786,0.165055214485395,0.952170616818733,1.49639678461732,0.13535057726468,0.18154807519871,0.266571929932308,126,"all"
"result.328","took",2.84122872276771,0.697065985198333,0.0747649552111027,2,0.538328277519982,0.413320208149521,0.223977421328565,0.943405309044802,14.5259257026095,0.342304195319359,0.186890326084188,0.162965367793684,126,"all"
"result.329","am",0.603824117856275,0.331853601730807,0.182657103821359,567,0.671542173919914,0.00117222611786579,0.178514901292195,0.933341157333369,1.35692737982329,0.300971742466578,0.481504319041269,0.176750038502938,124,"all"
"result.330","hat",0.526673995754487,0.302247194401519,0.124248715541873,1,0.813745851157126,0.479297674815383,0.0955550876957183,0.62870563272108,0.994768599808029,0.137253202044517,0.099887060713956,0.194060825914552,124,"all"
"result.331","taken",21.8748763996849,0.947371421903816,0.158005230025428,272,0.0447504878703117,0.00436715498908092,0.141328626161793,0.95000911989852,5.31165956359112,0.950342276068909,17.9138997238504,0.154116982530658,124,"all"
"result.332","certain",2.05396418635572,0.630013987212688,0.160834442175364,2,0.562310034350988,0.388724813575324,0.28835969531323,0.9840431702321,30.9610497525817,0.480286606292537,0.651369693117959,0.252287458373666,123,"all"
"result.333","side",0.813916232240972,0.402862140440346,0.29479403855599,232,0.562744066789685,0.00325729114706953,0.236090266177748,0.999999986460075,0.855913504211674,0.40301239962338,0.813876760594355,0.294498508960411,123,"all"
"result.334","son",0.269693479812698,0.182842307329376,0.00160960037168367,457,0.786077904492985,0.00102086691150062,0.000677894577280069,0.974973058113259,4.7665372428169,0.133074557211465,0.167578350840681,0.00797315971684276,123,"nothing"
"result.335","manner",1.28290149642316,0.519488252146799,0.494253349538804,431,0.499580781976905,0.00192844618148719,0.439744149878817,0.947505096658514,6.4544780160216,0.405749832416013,0.563186639131405,0.827704194449193,121,"all"
"result.336","end",1.10190044064748,0.483594799405506,0.0246843365368985,180,0.541318369135016,0.00437989863528293,0.0212378337676272,0.99999789509778,1.63413745144432,0.483699945554338,1.10245484042147,0.0247036239408448,120,"nothing"
